mid,netflix,amazon_prime,disney_plus,hulu,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
1109,1,0,0,0,The Visit,http://www.stayinyourroom.com/,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",38.94708,United States of America,2015-09-10,98450062,94.0,English,6.0,1360,Horror,Thriller,,rap music,pennsylvania,brother sister relationship
1110,0,1,0,0,Fascination,,"Young Scott Doherty (Adam Garcia) gets suspicious when his mother (Jacqueline Bisset) plans to wed Oliver Vance (Stuart Wilson) soon after her husband's untimely death. Scott investigates with Oliver's pretty daughter, Kelly (Alice Evans), who shared Scott's doubts about the upcoming nuptials. Along the way, he falls in love with Kelly, but a fatal explosion turns Scott's life upside down - and the evidence points to him as the murderer. Has he been framed?",0.219799,United Kingdom,2004-10-13,0,95.0,English,3.8,4,Romance,Thriller,,beach,murder,
1111,0,1,0,0,Rudderless,,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",10.619574,United States of America,2014-10-17,0,105.0,English,7.4,105,Music,Drama,Comedy,father son relationship,rock band,grieving father
1112,0,1,0,0,Henry & Me,,"Henry &amp; Me tells the courageous story of Jack (AUSTIN WILLIAMS), a brave young boy who is dealt a life changing blow. Low on confidence and filled with self-doubt, hope seems lost until a mysterious stranger named Henry (RICHARD GERE) appears. With the touch of his pin, Henry sweeps Jack away to a magical world where illness no longer exists and New York Yankee legends play forever. The incredible journey brings Jack face to face with Babe Ruth (CHAZZ PALMINTERI), Thurman Munson (PAUL SIMON), Lefty Gomez (LUIS GUZMAN) and Mickey Mantle (DAVID MANTLE) – who all teach Jack to face his fears and never give up. The movie climaxes at Yankee stadium, where Jack must test his newfound courage to save the season and find his way home. Featuring an all star-cast of unforgettable characters, Henry &amp; Me is heartwarming movie experience for the entire family with a message of hope… when life throws a curve… swing away!",0.999655,United States of America,2014-08-18,0,67.0,English,3.0,3,Family,Animation,,baseball,surrealism,children
1113,0,1,0,0,Capricorn One,,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth",11.095219,United Kingdom,1977-12-10,0,123.0,English,6.4,131,Drama,Action,Thriller,helicopter,nasa,texas
1114,1,0,0,0,Yoga Hosers,http://www.yogahosers.com/,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,8.618793,United States of America,2016-07-08,0,88.0,English,4.7,102,Comedy,Fantasy,Horror,canada,nazis,sequel
1115,1,0,0,0,Sling Blade,,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",14.805264,United States of America,1996-08-30,24475416,135.0,English,7.4,231,Drama,,,independent film,repair shop,southern
1116,0,0,0,1,Take Shelter,http://www.sonyclassics.com/takeshelter/,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",19.807295,United States of America,2011-11-25,3099314,120.0,English,7.1,471,Thriller,Drama,,shelter,end of the world,sanity
1117,1,0,0,0,Only God Forgives,,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Jenna to find and kill the individual responsible for his brother's recent death.",35.754865,France,2013-05-30,10337387,90.0,English,5.6,862,Drama,Thriller,Crime,bangkok,suicidal,arthouse
1118,1,0,0,0,The Blue Lagoon,,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",22.585384,United States of America,1980-07-05,58853106,104.0,English,5.8,408,Romance,Adventure,Drama,sexual identity,shipwreck,lovers
1119,1,1,0,0,Four Weddings and a Funeral,http://workingtitlefilms.com/film.php?filmID=59,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,29.834065,United Kingdom,1994-03-09,254700832,117.0,English,6.6,632,Comedy,Drama,Romance,upper class,love at first sight,wedding vows
1120,0,0,0,1,Bound,,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",15.359952,United States of America,1996-09-13,7011317,108.0,English,6.9,198,Crime,Drama,Romance,prison,women's prison,suspense
1121,0,1,0,0,Salvador,,A second rated journalist from the US tries his luck in El Salvador during the military dictatorship in the 1980s.,3.819796,United Kingdom,1986-04-23,0,123.0,English,7.0,71,Drama,,,civil war,dictator,journalist
1122,0,1,0,0,Spun,,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",6.249262,United States of America,2002-06-01,0,101.0,English,6.6,132,Comedy,Crime,Drama,independent film,speed freak,junky cop
1123,0,1,0,0,Falcon Rising,,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",6.988357,United States of America,2014-09-05,0,103.0,English,5.5,71,Adventure,Action,,yakuza,marine,fighting
1124,1,0,0,0,Cargo,http://www.cargoderfilm.ch http://cargothemovie.com,The story of CARGO takes place on rusty space-freighter KASSANDRA on its way to Station 42. The young medic LAURA is the only one awake on board while the rest of the crew lies frozen in hibernation sleep. In 4 months will Laura's shift be over.,10.142218,Switzerland,2009-09-24,0,120.0,Français,5.9,140,Thriller,Mystery,Science Fiction,space colony,space travel,simulated reality 
1125,0,0,1,0,High School Musical,http://tv.disney.go.com/disneychannel/originalmovies/highschoolmusical/index.html,"Troy (Zac Efron), the popular captain of the basketball team, and Gabriella (Vanessa Anne Hudgens), the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself. And it's all set to fun tunes and very cool dance moves!",16.536374,United States of America,2006-01-20,0,98.0,English,6.1,1000,Comedy,Drama,Family,becoming an adult,musical,music
1126,1,0,0,0,The Crying Game,http://www.miramax.com/movie/the-crying-game/,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",8.839651,Japan,1992-09-02,62548947,112.0,English,6.9,176,Romance,Crime,Drama,transvestism,gay,hostage
1127,0,1,0,0,Porky's,,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",12.891276,United States of America,1981-11-13,125728258,94.0,English,6.1,183,Comedy,,,male nudity,female nudity,sex
1128,0,0,0,1,Night of the Living Dead,,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",25.666029,United States of America,1968-10-01,30000000,96.0,English,7.5,580,Horror,,,brother sister relationship,cemetery,gun
1129,0,1,0,0,Annie Hall,,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",35.892034,United States of America,1977-04-19,38251425,93.0,English,7.8,1010,Comedy,Drama,Romance,narration,neurosis,comedian
1130,0,1,0,0,The Kids Are All Right,http://filminfocus.com/focusfeatures/film/the_kids_are_all_right/,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",15.338211,United States of America,2010-07-09,34705850,106.0,English,6.5,506,Comedy,Drama,,lesbian relationship,lesbian,dinner
1131,1,0,0,0,A Haunted House 2,,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",18.428909,United States of America,2014-04-17,0,87.0,English,5.4,346,Comedy,Horror,,haunted house,,
1132,0,1,0,0,Love Stinks,,"A movie about a relationship...that's worse than yours. Seth (Stewart), a sitcom writer-producer, meets Chelsea (Wilson), an interior decorator, at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple, appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together, she becomes quite bitter. In the next hour of the movie, the two engage in behavior that makes the War of the Roses look like child's play.",3.347885,United States of America,1999-09-10,0,94.0,Português,5.4,11,Comedy,Romance,,behind the scenes,spa,planetarium
