,mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
1228,1228,Chernobyl Diaries,http://www.chernobyldiaries.com/,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide'. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",20.649145,United States of America,2012-05-24,18112929,88.0,English,4.9,483,Horror,Thriller,,radiation,ukraine,nuclear radiation
1230,1230,Blue Valentine,http://www.bluevalentinemovie.com/,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",26.881611,United States of America,2010-12-27,16566240,112.0,English,6.9,890,Drama,Romance,,dancing,nurse,depression
1231,1231,The Devil Inside,http://www.devilinsidemovie.com,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",13.152822,United States of America,2012-01-06,101758490,83.0,English,4.6,262,Thriller,Horror,,rome,exorcism,death
1233,1233,The Green Inferno,,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",17.845161,Canada,2014-09-04,6833445,100.0,English,5.0,349,Action,Adventure,Horror,chile,gore,jungle
1235,1235,Obvious Child,,"An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy.",10.12895,United States of America,2014-06-06,3123963,83.0,English,6.7,187,Comedy,Romance,,independent film,woman director,
1236,1236,Frozen River,,"Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit.",4.805651,United States of America,2008-08-01,0,97.0,English,6.7,99,Drama,,,human trafficking,woman director,
1237,1237,Slam,,"Slam tells the story of Ray Joshua, an original, gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job, Ray copes with the despair and poverty of his neighborhood by using his wits and verbal talent. Written by Offline Publicist Young Ray Joshua lives in the Washington, DC, district known as Dodge City, which is dominated by gang wars. One day he is arrested when his drug dealer is gunned down while talking to him. He is put to prison where two rival gangs, Thug Life and the Union, want to recruit him as a member.",0.29245,special,1998-10-07,0,100.0,special,6.7,7,Drama,,,independent film,,
1239,1239,Fiza,,In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,0.043023,India,2000-09-08,623791,170.0,हिन्दी,6.1,7,Drama,Foreign,Romance,suicide,loss of brother,laughing
1241,1241,Loving Annabelle,http://www.lovingannabelle.com/,"Annabelle is the wise-beyond-her-years newcomer to an exclusive Catholic girls school. Having been expelled from her first two schools she's bound to stir some trouble. Sparks fly though when sexual chemistry appears between her and the Head of her dorm and English teacher, Simone Bradley. Annabelle pursues her relentlessly and until the end the older woman manages to avoid the law.",7.145832,United States of America,2006-03-08,0,76.0,English,6.4,55,Drama,Romance,,bisexuality,australia,twin brother
1242,1242,Truth or Dare,http://www.truthordarefilm.com/,"A group of college friends celebrate the end of term with a party to end all parties. During a drink and drug-fuelled evening, an innocent game of ‘Truth or Dare’ has a very sore loser, sparking a terrifying sequence of events and a whole new twist on the game of truth or dare – where the truth can kill you.",6.679954,United Kingdom,2012-08-05,0,95.0,English,5.7,117,Horror,Thriller,Mystery,,,
1245,1245,Fruitvale Station,http://www.fruitvalefilm.com/,"The true story of Oscar, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",20.967146,United States of America,2013-07-25,17385830,85.0,English,7.3,390,Drama,,,police brutality,based on true story,racism
1248,1248,Raising Victor Vargas,http://www.lhp.com.sg/victor/,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men.",3.643662,United States of America,2002-05-16,2816116,88.0,English,7.8,13,Drama,Romance,,independent film,,
1249,1249,Safety Not Guaranteed,,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,25.186002,United States of America,2012-06-08,4007792,85.0,English,6.8,556,Comedy,Romance,Science Fiction,time travel,,
1250,1250,Kevin Hart: Laugh at My Pain,http://www.kevinhartlaughatmypain.com/,Experience the show that quickly became a national phenomenon. Get an up-close and personal look at Kevin Hart back in Philly where he began his journey to become one of the funniest comedians of all time. You will laugh 'til it hurts!,5.498834,United States of America,2011-09-09,0,89.0,English,7.7,43,Comedy,Documentary,,stand-up comedy,,
1251,1251,All the Boys Love Mandy Lane,http://www.mandylane.co.uk,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",12.284939,United States of America,2008-02-15,0,90.0,English,5.7,209,Horror,Mystery,Thriller,suicide attempt,gun,texas
1253,1253,Rize,,"A documentary film that highlights two street derived dance styles, Clowing and Krumping, that came out of the low income neighborhoods of L.A.. Director David LaChapelle interviews each dance crew about how their unique dances evolved. A new and positive activity away from the drugs, guns, and gangs that ruled their neighborhood. A raw film about a growing sub-culture movements in America.",1.623769,United States of America,2005-01-15,0,86.0,English,5.9,13,Documentary,,,street gang,hip-hop,dance
1254,1254,After,,"When two bus crash survivors awake to discover that they are the only people left in their small town, they must form an unlikely alliance in a race to unravel the truth behind their isolation. As strange events begin to unfold, they start to question whether the town they know so well is really what it seems.",4.596157,United States of America,2012-08-27,0,90.0,English,5.6,63,Mystery,Thriller,,coma,crash,accepting death
1256,1256,Woodstock,,"An intimate look at the Woodstock Music & Art Festival held in Bethel, NY in 1969, from preparation through cleanup, with historic access to insiders, blistering concert footage, and portraits of the concertgoers; negative and positive aspects are shown, from drug use by performers to naked fans sliding in the mud, from the collapse of the fences by the unexpected hordes to the surreal arrival of National Guard helicopters with food and medical assistance for the impromptu city of 500,000.",3.409764,United States of America,1970-03-26,34505110,225.0,English,7.1,66,History,Documentary,Music,hippie,free love,musical
1259,1259,Benji,http://www.benji.com/MeetBenji.htm,A stray dog saves two kidnapped children.,2.651418,United States of America,1974-10-17,0,86.0,English,6.1,35,Adventure,Family,Romance,hostage,affection,rescue
1262,1262,Good Kill,,"In the shadowy world of drone warfare, combat unfolds like a video game–only with real lives at stake. After six tours of duty, Air Force pilot Tom Egan (Ethan Hawke) now fights the Taliban from an air-conditioned bunker in the Nevada desert. But as he yearns to get back in the cockpit of a real plane and becomes increasingly troubled by the collateral damage he causes each time he pushes a button, Egan’s nerves—and his relationship with his wife (Mad Men's January Jones)—begin to unravel.",10.924273,United States of America,2015-04-09,316472,104.0,English,5.9,208,Action,Drama,Thriller,pilot,suspicion,drone
1264,1264,Blue Ruin,http://blueruinmovie.com/,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,25.349758,United States of America,2014-04-25,258384,90.0,English,6.9,462,Crime,Thriller,,revenge,drifter,virginia
